rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,raerr1,raerr2,decstr,dec,decerr1,decerr2,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidsymerr,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpersymerr,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandurhsymerr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepsymerr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radesymerr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolsymerr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtsymerr,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_tmagsymerr,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffsymerr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggsymerr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radsymerr,toi_created,rowupdate
1,1000.01,1000,50365310,50365310.01,1,FP,07h29m25.85s,112.357708,,,-12d41m45.46s,-12.69596,,,-5.964,0.085,-0.085,0,1,-0.076,0.072,-0.072,0,1,2459229.63,0.001657,-0.001657,0,1,2.1713484,0.0002637,-0.0002637,0,1,2.0172196,0.3195879,-0.3195879,0,1,656.8860989,37.77821,-37.77821,0,1,5.8181633,1.9105465,-1.9105465,0,1,22601.94858,,,,,3127.204052,,,,,9.604,0.013,-0.013,0,1,485.735,11.9515,-11.9515,0,1,10249,264.7,-264.7,0,1,4.19,0.07,-0.07,0,1,2.16986,0.0725729,-0.0725729,0,1,2019/7/24 15:58,2024/9/9 10:08
2,1001.01,1001,88863718,88863718.01,1,PC,08h10m19.31s,122.580465,,,-05d30m49.87s,-5.513852,,,-4.956,0.102,-0.102,0,1,-15.555,0.072,-0.072,0,1,2459987.949,0.001916,-0.001916,0,1,1.9316462,0.0000053,-0.0000053,0,1,3.166,0.647,-0.647,0,1,1286,1186.49,-1186.49,0,1,11.2154,2.6242,-2.6242,0,1,44464.5,,,,,4045,,,,,9.42344,0.006,-0.006,0,1,295.862,5.91,-5.91,0,1,7070,126.4,-126.4,0,1,4.03,0.09,-0.09,0,1,2.01,0.09,-0.09,0,1,2019/7/24 15:58,2023/4/3 14:31
3,1002.01,1002,124709665,124709665,1,FP,06h58m54.47s,104.726966,,,-10d34m49.64s,-10.580455,,,-1.462,0.206,-0.206,0,1,-2.249,0.206,-0.206,0,1,2459224.688,0.000625,-0.000625,0,1,1.8675574,0.000003,-0.000003,0,1,1.408,0.184,-0.184,0,1,1500,1.7584,-1.7584,0,1,23.7529,,,0,1,2860.61,,,,,2037,,,,,9.299501,0.058,-0.058,0,1,943.109,106.333,-106.333,0,1,8924,124,-124,0,1,,,,0,1,5.73,,,0,1,2019/7/24 15:58,2022/7/11 16:02
4,1003.01,1003,106997505,106997505,1,FP,07h22m14.39s,110.559945,,,-25d12m25.26s,-25.207017,,,-0.939,0.041,-0.041,0,1,1.64,0.055,-0.055,0,1,2458493.396,0.00535,-0.00535,0,1,2.74323,0.00108,-0.00108,0,1,3.167,0.642,-0.642,0,1,383.41,0.781988,-0.781988,0,1,,,,0,1,1177.36,,,,,1631,,,,,9.3003,0.037,-0.037,0,1,7728.17,1899.57,-1899.57,0,1,5388.5,567,-567,0,1,4.15,1.64,-1.64,0,1,,,,0,1,2019/7/24 15:58,2022/2/23 10:10
5,1004.01,1004,238597883,238597883,1,FP,08h08m42.77s,122.178195,,,-48d48m10.12s,-48.802811,,,-4.496,0.069,-0.069,0,1,9.347,0.062,-0.062,0,1,2459987.047,0.003748,-0.003748,0,1,3.5730141,0.0000128,-0.0000128,0,1,3.37,1.029,-1.029,0,1,755,1306.55,-1306.55,0,1,11.3113,3.24714,-3.24714,0,1,54679.3,,,,,4260,,,,,9.1355,0.006,-0.006,0,1,356.437,4.6175,-4.6175,0,1,9219,171.1,-171.1,0,1,4.14,0.07,-0.07,0,1,2.15,0.06,-0.06,0,1,2019/7/24 15:58,2024/9/9 10:08
6,1005.01,1005,169904935,169904935,1,FP,08h02m49.15s,120.704811,,,-11d06m05.48s,-11.101521,,,-26.932,1.935,-1.935,0,1,-2.901,2.06,-2.06,0,1,2458492.555,0.00106,-0.00106,0,1,4.55072,0.00033,-0.00033,0,1,2.599,0.284,-0.284,0,1,3620,2.1771,-2.1771,0,1,6.54449,0.45717,-0.45717,0,1,254.05,,,,,1112,,,,,9.1309,0.006,-0.006,0,1,100.711,14.121,-14.121,0,1,5613,179.9,-179.9,0,1,,,,0,1,1.09,0.07,-0.07,0,1,2019/7/24 15:58,2022/2/23 10:10
7,1006.01,1006,156115721,156115721,1,FP,08h17m26.22s,124.359239,,,-27d16m24.68s,-27.273521,,,-29.1,2.6,-2.6,0,1,-6.8,2.2,-2.2,0,1,2459229.985,0.002159,-0.002159,0,1,2.5047918,0.0004076,-0.0004076,0,1,4.3797563,0.1036554,-0.1036554,0,1,2270.540219,81.38088,-81.38088,0,1,8.6950898,8.438766,-8.438766,0,1,1750.932635,,,,,1649.82207,,,,,9.2386,0.006,-0.006,0,1,,,,0,1,6616,200,-200,0,1,,,,0,1,1.53429,1.4887,-1.4887,0,1,2019/7/24 15:58,2021/10/29 12:59
8,1007.01,1007,65212867,65212867.01,1,PC,07h31m00.57s,112.752393,,,-04d27m48.09s,-4.463359,,,0.357,0.058,-0.058,0,1,3.399,0.045,-0.045,0,1,2459247.931,0.0013,-0.0013,0,1,6.9989206,0.0000137,-0.0000137,0,1,3.953,0.437,-0.437,0,1,2840,0.943618,-0.943618,0,1,14.7752,0.764705,-0.764705,0,1,448.744,,,,,1282,,,,,8.87759,0.006,-0.006,0,1,283.291,3.0025,-3.0025,0,1,6596,139.2,-139.2,0,1,3.71,0.09,-0.09,0,1,2.7,0.13,-0.13,0,1,2019/7/24 15:58,2021/10/29 12:59
9,1008.01,1008,440801822,440801822,1,FP,07h17m31.88s,109.382839,,,+13d23m42.79s,13.395219,,,-17.9,1.1,-1.1,0,1,1.3,1,-1,0,1,2460258.236,0.002805,-0.002805,0,1,2.0483755,0.0000055,-0.0000055,0,1,2.767,0.861,-0.861,0,1,483,41.94,-41.94,0,1,3.19621,,,0,1,5644.4,,,,,,,,,,8.9362,0.012,-0.012,0,1,144.297,,,0,1,6858.5,584.6,-584.6,0,1,4.2,1.9,-1.9,0,1,1.57,,,0,1,2019/7/24 15:58,2023/12/8 16:02
10,1009.01,1009,107782586,107782586,1,PC,07h26m40.28s,111.667845,,,-24d27m43.6s,-24.462111,,,-3.297,0.319,-0.319,0,1,4.849,0.358,-0.358,0,1,2459229.231,0.000389,-0.000389,0,1,1.9600277,0.0000025,-0.0000025,0,1,2.0065257,0.050591,-0.050591,0,1,1707.627269,49.601223,-49.601223,0,1,,,,0,1,1063.342296,,,,,1456.424653,,,,,8.4331,0.028,-0.028,0,1,866.147,172.097,-172.097,0,1,8868.7,809.8,-809.8,0,1,,,,0,1,,,,0,1,2019/7/24 15:58,2024/1/17 10:08
11,101.01,101,231663901,231663901,1,KP,21h14m56.88s,318.737012,,,-55d52m18.71s,-55.871863,,,12.641,0.044,-0.044,0,1,-16.011,0.041,-0.041,0,1,2458326.009,0.000132,-0.000132,0,1,1.4303699,0.0000008,-0.0000008,0,1,1.6165994,0.0192089,-0.0192089,0,1,18960.71229,184.79134,-184.79134,0,1,13.1874503,0.6576402,-0.6576402,0,1,1281.240825,,,,,1525.904809,,,,,12.4069,0.006,-0.006,0,1,375.31,4.411,-4.411,0,1,5600,,,0,1,4.48851,,,0,1,0.890774,0.0438467,-0.0438467,0,1,2018/9/5 18:49,2024/9/6 10:08
12,1010.01,1010,139853601,139853601,1,FP,07h29m10.56s,112.293981,,,-21d49m58.48s,-21.832912,,,-5.746,0.176,-0.176,0,1,4.502,0.261,-0.261,0,1,2459228.878,0.000791,-0.000791,0,1,0.6808702,0.000039,-0.000039,0,1,2.4634563,0.0557065,-0.0557065,0,1,1507.800689,39.971123,-39.971123,0,1,5.9115908,1.5360428,-1.5360428,0,1,87140.69959,,,,,4382.026606,,,,,8.45086,0.006,-0.006,0,1,485.122,36.246,-36.246,0,1,9438,782,-782,0,1,,,,0,1,1,,,0,1,2019/7/24 15:58,2021/10/29 12:59
13,1011.01,1011,114018671,114018671,1,PC,07h35m56.34s,113.984761,,,-32d50m31.2s,-32.841999,,,145.102,0.046,-0.046,0,1,-134.901,0.052,-0.052,0,1,2459984.628,0.002619,-0.002619,0,1,2.4704981,0.0000073,-0.0000073,0,1,2.191,0.482,-0.482,0,1,250,18.1279,-18.1279,0,1,1.44656,0.107503,-0.107503,0,1,575.597,,,,,1364,,,,,8.2388,0.006,-0.006,0,1,52.62,0.0793,-0.0793,0,1,5413.7,132.8,-132.8,0,1,4.46,0.09,-0.09,0,1,0.94,0.05,-0.05,0,1,2019/7/24 15:58,2023/3/22 16:02
14,1012.01,1012,427508467,427508467,1,APC,07h48m22.87s,117.095285,,,+06d47m06.23s,6.785064,,,-2.99,0.202,-0.202,0,1,-0.029,0.106,-0.106,0,1,2459252.51,0.000369,-0.000369,0,1,0.884182,0.0000007,-0.0000007,0,1,1.621,0.035,-0.035,0,1,1890,311.366,-311.366,0,1,24.8132,5.41599,-5.41599,0,1,112144,,,,,5098,,,,,8.12718,0.006,-0.006,0,1,295.959,11.315,-11.315,0,1,8928,128.7,-128.7,0,1,3.92,0.08,-0.08,0,1,2.72,0.13,-0.13,0,1,2019/7/24 15:58,2023/3/10 12:02
15,1013.01,1013,97700520,97700520.01,1,FP,07h09m08.66s,107.286063,,,-31d56m00.68s,-31.933523,,,-3.973,0.063,-0.063,0,1,7.061,0.071,-0.071,0,1,2459232.248,0.000512,-0.000512,0,1,5.4255548,0.0002073,-0.0002073,0,1,3.9637474,0.0211401,-0.0211401,0,1,14939.63422,238.97354,-238.97354,0,1,,,,0,1,273.5880696,,,,,1037.275305,,,,,7.6095,0.006,-0.006,0,1,510.295,9.32,-9.32,0,1,8868.7,809.8,-809.8,0,1,,,,0,1,,,,0,1,2019/7/24 15:58,2021/10/29 12:59
16,1014.01,1014,96246348,96246348.01,1,FP,06h54m14.78s,103.561602,,,-34d13m22.15s,-34.22282,,,-13.063,0.078,-0.078,0,1,9.737,0.141,-0.141,0,1,2459985.657,0.000309,-0.000309,0,1,1.4095184,0.0000023,-0.0000023,0,1,0.9484999,0.0413901,-0.0413901,0,1,2841.510326,51.88166,-51.88166,0,1,,,,0,1,1650.422071,,,,,1625.618022,,,,,7.678,0.012,-0.012,0,1,224.672,2.8445,-2.8445,0,1,9307,938.9,-938.9,0,1,,,,0,1,,,,0,1,2019/7/24 15:58,2023/11/20 10:08
17,1015.01,1015,155044736,155044736,1,FP,08h11m35.03s,122.895964,,,-27d58m18.83s,-27.971896,,,1.566,0.052,-0.052,0,1,-17.974,0.053,-0.053,0,1,2459963.61,0.004221,-0.004221,0,1,1.3730466,0.0000067,-0.0000067,0,1,2.5708515,0.1950537,-0.1950537,0,1,1301.506534,96.64637,-96.64637,0,1,42.1479417,46.48904,-46.48904,0,1,3160.632833,,,,,1912.331864,,,,,10.7069,0.008,-0.008,0,1,906.496,28.8415,-28.8415,0,1,4897,122,-122,0,1,,,,0,1,6.7996101,,,0,1,2019/4/1 16:51,2023/12/20 16:02
18,1016.01,1016,175310067,175310067,1,FP,07h44m26.59s,116.110771,,,-36d05m53.83s,-36.098285,,,-9.231,0.048,-0.048,0,1,11.614,0.052,-0.052,0,1,2459238.831,0.006715,-0.006715,0,1,12.6889415,0.0095088,-0.0095088,0,1,7.9201001,0.5393766,-0.5393766,0,1,3232.852789,235.25328,-235.25328,0,1,14.0608342,15.241591,-15.241591,0,1,425.1594177,,,,,1158.131037,,,,,10.6257,0.006,-0.006,0,1,368.646,3.784,-3.784,0,1,7601,135.8,-135.8,0,1,4.31,0.08,-0.08,0,1,1.53641,0.0479799,-0.0479799,0,1,2019/4/1 16:52,2024/9/9 10:08
19,1017.01,1017,182943944,182943944,1,FP,08h18m54.34s,124.726411,,,-37d46m59.7s,-37.78325,,,-11.278,0.045,-0.045,0,1,9.593,0.045,-0.045,0,1,2458518.965,0.00137,-0.00137,0,1,1.10422,0.00013,-0.00013,0,1,2.37,0.062,-0.062,0,1,14177.7,843.788,-843.788,0,1,21.0448,5.22012,-5.22012,0,1,39459.3,,,,,3926,,,,,10.6019,0.006,-0.006,0,1,406.997,4.7245,-4.7245,0,1,6995.2,157,-157,0,1,4.07,0.55,-0.55,0,1,1.61,0.07,-0.07,0,1,2019/7/24 17:08,2021/10/29 12:59
20,1018.01,1018,291555748,291555748,1,FP,07h26m51.84s,111.716019,,,-50d15m59.64s,-50.266567,,,-8.018,0.049,-0.049,0,1,11.56,0.047,-0.047,0,1,2458492.781,0.00073,-0.00073,0,1,4.95912,0.00016,-0.00016,0,1,2.509,0.13,-0.13,0,1,7440,197.962,-197.962,0,1,22.9123,3.28055,-3.28055,0,1,673.55,,,,,1419,,,,,10.6254,0.006,-0.006,0,1,360.541,2.9645,-2.9645,0,1,5889,124.3,-124.3,0,1,3.86,0.07,-0.07,0,1,2,0.09,-0.09,0,1,2019/4/1 16:52,2021/10/29 12:59
21,1019.01,1019,341420329,341420329,1,PC,08h00m35.52s,120.147994,,,-54d52m42.79s,-54.878552,,,-11.732,0.047,-0.047,0,1,2.586,0.061,-0.061,0,1,2459232.447,0.00012,-0.00012,0,1,5.2341008,0.0000012,-0.0000012,0,1,3.7078139,0.0125204,-0.0125204,0,1,20796.94163,50.80361,-50.80361,0,1,24.2931408,0.7497171,-0.7497171,0,1,1453.666385,,,,,1574.838185,,,,,10.6348,0.006,-0.006,0,1,399.544,4.1635,-4.1635,0,1,7645,134.4,-134.4,0,1,4.3,0.08,-0.08,0,1,1.56203,0.0481257,-0.0481257,0,1,2019/7/24 17:08,2024/2/16 10:08
22,102.01,102,149603524,149603524,1,KP,05h48m33.56s,87.139821,,,-63d59m17.98s,-63.988329,,,-15.641,0.037,-0.037,0,1,26.046,0.037,-0.037,0,1,2460187.917,0.000126,-0.000126,0,1,4.4119378,0.0000008,-0.0000008,0,1,3.65,0.011,-0.011,0,1,15062,69.1814,-69.1814,0,1,15.4706,0.691963,-0.691963,0,1,653.252,,,,,1408,,,,,9.7109,0.006,-0.006,0,1,175.631,0.588,-0.588,0,1,6280,,,0,1,4.32092,,,0,1,1.21,0.05,-0.05,0,1,2019/5/7 17:42,2023/11/16 16:02
23,1020.01,1020,140706664,140706664,1,FP,08h33m31.67s,128.381976,,,-43d49m42.32s,-43.828421,,,-5.814,0.051,-0.051,0,1,4.328,0.047,-0.047,0,1,2458521.291,0.00241,-0.00241,0,1,3.28892,0.00066,-0.00066,0,1,3.793,0.202,-0.202,0,1,10518.9,530.608,-530.608,0,1,,,,0,1,29832.6,,,,,3661,,,,,10.7173,0.013,-0.013,0,1,906.827,23.8635,-23.8635,0,1,8734.2,283.6,-283.6,0,1,4.1,1.45,-1.45,0,1,,,,0,1,2019/7/24 17:08,2021/10/29 12:59
24,1021.01,1021,143994283,143994283,1,FP,07h57m12.18s,119.30075,,,-42d59m56.94s,-42.999149,,,-3.211,0.046,-0.046,0,1,-15.082,0.051,-0.051,0,1,2458492.904,0.00426,-0.00426,0,1,1.90879,0.00035,-0.00035,0,1,1.909,0.231,-0.231,0,1,618.482,1.43774,-1.43774,0,1,3.34688,0.217749,-0.217749,0,1,985.807,,,,,1561,,,,,10.5551,0.006,-0.006,0,1,235.974,1.579,-1.579,0,1,6022.6,133.5,-133.5,0,1,4.52,0.39,-0.39,0,1,1.22,0.05,-0.05,0,1,2019/7/24 17:08,2021/10/29 12:59
25,1022.01,1022,47384844,47384844.01,1,FA,10h51m51.58s,162.96491,,,-05d47m19.35s,-5.788708,,,-15.787,0.09,-0.09,0,1,-11.849,0.077,-0.077,0,1,2458547.448,0.00834,-0.00834,0,1,3.09574,0.00677,-0.00677,0,1,4.475,1.196,-1.196,0,1,380,,,0,1,3.4262,0.778713,-0.778713,0,1,18087.9,,,,,3230,,,,,8.72924,0.007,-0.007,0,1,120.666,1.068,-1.068,0,1,6084,111,-111,0,1,4.13,0.3,-0.3,0,1,1.41,0.05,-0.05,0,1,2019/6/4 14:32,2023/6/6 12:02
26,1023.01,1023,238374636,238374636,1,FP,08h03m21.05s,120.837688,,,-51d20m44.25s,-51.345626,,,-23.366,0.042,-0.042,0,1,22.652,0.04,-0.04,0,1,2459303.304,0.003015,-0.003015,0,1,1.3214483,0.0000231,-0.0000231,0,1,3.435,0.071,-0.071,0,1,2180,137.946,-137.946,0,1,21.8839,4.01475,-4.01475,0,1,35623.2,,,,,3827,,,,,9.697,0.006,-0.006,0,1,316.398,2.247,-2.247,0,1,5050.8,86.8,-86.8,0,1,3.56,0.4,-0.4,0,1,2.99,0.15,-0.15,0,1,2019/7/24 18:44,2021/12/7 16:02
27,1024.01,1024,141482386,141482386,1,FP,05h47m16.97s,86.820714,,,-72d25m21.4s,-72.422611,,,1.128,0.044,-0.044,0,1,11.563,0.047,-0.047,0,1,2458339.723,0.00592,-0.00592,0,1,18.0157,0.00015,-0.00015,0,1,2.524,0.403,-0.403,0,1,610,1.66317,-1.66317,0,1,21.644,,,0,1,7.64364,,,,,463,,,,,10.0814,0.006,-0.006,0,1,692.266,12.113,-12.113,0,1,4709,122,-122,0,1,,,,0,1,7.61,,,0,1,2019/7/24 18:44,2021/10/29 12:59
28,1025.01,1025,297967252,297967252,1,PC,09h30m05.08s,142.521159,,,-51d31m01.61s,-51.517114,,,-19.153,0.168,-0.168,0,1,11.046,0.178,-0.178,0,1,2458545.15,0.000092,-0.000092,0,1,9.6837921,0.0000009,-0.0000009,0,1,2.4006056,0.0086986,-0.0086986,0,1,4238.239901,15.838111,-15.838111,0,1,,,,0,1,3176.310692,,,,,1914.698926,,,,,5.5324,0.006,-0.006,0,1,129.838,1.713,-1.713,0,1,8598.7,1245.7,-1245.7,0,1,,,,0,1,,,,0,1,2019/7/24 18:44,2024/9/15 12:02
29,1026.01,1026,388624270,388624270,1,FP,08h21m44.31s,125.434634,,,-51d45m33.99s,-51.759442,,,47.228,0.047,-0.047,0,1,-6.325,0.039,-0.039,0,1,2459237.46,0.006504,-0.006504,0,1,14.2694372,0.0092187,-0.0092187,0,1,6.9350494,0.466316,-0.466316,0,1,1246.392187,94.588425,-94.588425,0,1,3.7255381,0.2679282,-0.2679282,0,1,51.2588496,,,,,682.4360542,,,,,9.9138,0.006,-0.006,0,1,105.677,0.2575,-0.2575,0,1,5690,129,-129,0,1,4.58,0.08,-0.08,0,1,0.853898,0.0413895,-0.0413895,0,1,2019/6/11 14:45,2024/9/9 10:08
30,1027.01,1027,20318757,20318757.01,1,PC,11h08m31.99s,167.133275,,,-29d39m11.29s,-29.653135,,,-87.554,0.073,-0.073,0,1,12.992,0.057,-0.057,0,1,2460037.869,0.001406,-0.001406,0,1,3.2834565,0.0000046,-0.0000046,0,1,1.537,0.709,-0.709,0,1,1558,185.42,-185.42,0,1,2.87648,0.314177,-0.314177,0,1,161.092,,,,,992,,,,,10.2103,0.006,-0.006,0,1,56.3449,0.13245,-0.13245,0,1,4272,122.7,-122.7,0,1,4.6,0.11,-0.11,0,1,0.68,0.06,-0.06,0,1,2019/7/24 18:44,2023/6/5 12:03
31,1027.02,1027,20318757,20318757.02,2,PC,11h08m31.99s,167.133275,,,-29d39m11.29s,-29.653135,,,-87.554,0.073,-0.073,0,1,12.992,0.057,-0.057,0,1,2460032.533,0.002913,-0.002913,0,1,11.02875,0.0000354,-0.0000354,0,1,2.715,0.404,-0.404,0,1,1694,104.432,-104.432,0,1,2.76586,0.268927,-0.268927,0,1,15.0463,,,,,548,,,,,10.2103,0.006,-0.006,0,1,56.3449,0.13245,-0.13245,0,1,4272,122.7,-122.7,0,1,4.6,0.11,-0.11,0,1,0.68,0.06,-0.06,0,1,2021/6/3 22:37,2024/9/1 12:02
32,1027.03,1027,20318757,20318757.03,3,PC,11h08m31.99s,167.133275,,,-29d39m11.29s,-29.653135,,,-87.554,0.073,-0.073,0,1,12.992,0.057,-0.057,0,1,2460032.573,0.002567,-0.002567,0,1,5.0113292,0.000012,-0.000012,0,1,1.024,0.471,-0.471,0,1,1210,182.035,-182.035,0,1,2.52314,0.302798,-0.302798,0,1,17.1793,,,,,567,,,,,10.2103,0.006,-0.006,0,1,56.3449,0.13245,-0.13245,0,1,4272,122.7,-122.7,0,1,4.6,0.11,-0.11,0,1,0.68,0.06,-0.06,0,1,2023/5/18 23:08,2023/6/5 12:03
33,1028.01,1028,447283466,447283466,1,FP,10h28m23.6s,157.098337,,,-51d42m19.47s,-51.705409,,,30.65,0.054,-0.054,0,1,-33.906,0.056,-0.056,0,1,2458544.481,0.00412,-0.00412,0,1,1.01606,0.00034,-0.00034,0,1,2.843,0.278,-0.278,0,1,240,0.375709,-0.375709,0,1,1.20704,0.0989898,-0.0989898,0,1,2784.04,,,,,2023,,,,,7.9059,0.006,-0.006,0,1,23.7748,0.02025,-0.02025,0,1,4634,120.9,-120.9,0,1,4.64,0.09,-0.09,0,1,0.68,0.05,-0.05,0,1,2019/7/24 18:44,2021/10/29 12:59
34,1029.01,1029,374908020,374908020,1,FP,05h54m57.38s,88.73909,,,-65d57m31.82s,-65.958839,,,,,,,,,,,,,2458365.893,0.00096,-0.00096,0,1,36.22214,0.00046,-0.00046,0,1,5.107,0.188,-0.188,0,1,7170,228.173,-228.173,0,1,,,,0,1,,,,,,,,,,,6.841,0,0,0,1,,,,0,1,,,,0,1,,,,0,1,,,,0,1,2019/6/11 14:45,2021/12/7 16:02
35,103.01,103,336732616,336732616,1,KP,20h49m49.8s,312.457488,,,-24d25m43.3s,-24.428694,,,10.426,0.07,-0.07,0,1,15.62,0.051,-0.051,0,1,2458327.253,0.000586,-0.000586,0,1,3.547854,0.000149,-0.000149,0,1,3.494333,0.049205,-0.049205,0,1,10424.3718,123.359314,-123.359314,0,1,14.581841,0.196435,-0.196435,0,1,1212.004376,,,,,1504.858953,,,,,11.5232,0.008,-0.008,0,1,411.211,7.752,-7.752,0,1,6351,,,0,1,4.22896,,,0,1,1.4,,,0,1,2018/9/5 18:49,2024/9/7 10:08
36,1030.01,1030,464296022,464296022,1,FP,10h23m19.55s,155.831478,,,-57d35m24.89s,-57.590248,,,-26.184,2.184,-2.184,0,1,22.489,1.073,-1.073,0,1,2460054.784,0.000628,-0.000628,0,1,12.1246519,0.0000103,-0.0000103,0,1,4.612,0.667,-0.667,0,1,7279,6484.95,-6484.95,0,1,17.6729,2.59688,-2.59688,0,1,207.32,,,,,1057,,,,,9.5706,0.006,-0.006,0,1,78.41273,2.83992,-2.83992,0,1,4807.6,60,-60,0,1,4.17,0.36,-0.36,0,1,1.07,0.03,-0.03,0,1,2019/7/24 18:44,2023/5/31 10:10
37,1031.01,1031,304021498,304021498,1,FP,09h23m32.13s,140.88389,,,-67d01m33.62s,-67.026006,,,-23.901,0.042,-0.042,0,1,3.03,0.047,-0.047,0,1,2459304.838,0.002852,-0.002852,0,1,5.652623,0.0000254,-0.0000254,0,1,3.434,0.475,-0.475,0,1,1250,26.0133,-26.0133,0,1,8.94354,1.13988,-1.13988,0,1,2717.06,,,,,2011,,,,,9.7318,0.006,-0.006,0,1,270.771,1.6275,-1.6275,0,1,6415.4,103.2,-103.2,0,1,3.98,0.08,-0.08,0,1,1.92,0.08,-0.08,0,1,2019/6/25 15:58,2024/9/19 10:08
38,1032.01,1032,146589986,146589986,1,PC,10h36m53.16s,159.221506,,,-42d32m29.9s,-42.541639,,,-15.15,0.072,-0.072,0,1,6.437,0.087,-0.087,0,1,2459283.829,0.000897,-0.000897,0,1,5.6643704,0.0000109,-0.0000109,0,1,3.8087395,0.0887935,-0.0887935,0,1,3491.823297,95.25267,-95.25267,0,1,14.7738943,0.7471176,-0.7471176,0,1,7657.662151,,,,,2385.853649,,,,,9.7611,0.006,-0.006,0,1,587.196,18.7865,-18.7865,0,1,10395,320.6,-320.6,0,1,4.13,0.07,-0.07,0,1,2.3383701,0.109357,-0.109357,0,1,2019/7/24 18:44,2024/1/17 10:08
39,1033.01,1033,149601557,149601557,1,FP,05h49m07.82s,87.282586,,,-60d29m54.4s,-60.498444,,,8.9,3.1,-3.1,0,1,20.7,2.2,-2.2,0,1,2459179.545,0.002126,-0.002126,0,1,29.0162503,0.0001146,-0.0001146,0,1,6.507,0.763,-0.763,0,1,1440,1.89359,-1.89359,0,1,9.84223,,,0,1,159.189,,,,,,,,,,10.0163,0.006,-0.006,0,1,219.94,,,0,1,6113.1,,,0,1,,,,0,1,2.01,,,0,1,2019/6/11 14:45,2021/10/29 12:59
40,1034.01,1034,400595342,400595342,1,FP,08h57m46.02s,134.441752,,,-49d00m02.08s,-49.000578,,,-4.837,0.063,-0.063,0,1,4.109,0.062,-0.062,0,1,2459283.338,0.003484,-0.003484,0,1,3.6344692,0.0009773,-0.0009773,0,1,2.5339234,0.5744699,-0.5744699,0,1,628.699015,56.304756,-56.304756,0,1,4.2048368,2.1508167,-2.1508167,0,1,5420.178349,,,,,2188.38205,,,,,9.8174,0.006,-0.006,0,1,363.44,4.983,-4.983,0,1,9810,173.7,-173.7,0,1,4.43,0.06,-0.06,0,1,1.60776,0.0427739,-0.0427739,0,1,2019/7/24 18:44,2024/9/9 10:08
41,1035.01,1035,361413119,361413119,1,PC,09h36m36.07s,144.150273,,,-61d34m59.46s,-61.583182,,,-9.506,0.239,-0.239,0,1,16.897,0.207,-0.207,0,1,2459311.169,0.001083,-0.001083,0,1,6.0742782,0.0002066,-0.0002066,0,1,2.5468064,0.0671077,-0.0671077,0,1,6039.990948,123.96505,-123.96505,0,1,31.3717884,15.746507,-15.746507,0,1,1487.619793,,,,,1583.954626,,,,,10.1126,0.006,-0.006,0,1,347.556,13.63,-13.63,0,1,5964,128.4,-128.4,0,1,3.7,0.09,-0.09,0,1,2.4303801,0.151568,-0.151568,0,1,2019/7/24 18:44,2022/3/23 10:10
42,1036.01,1036,146172354,146172354,1,PC,10h31m28.11s,157.867112,,,-42d14m25.61s,-42.240448,,,10.992,0.037,-0.037,0,1,-57.748,0.049,-0.049,0,1,2460037.172,0.001095,-0.001095,0,1,3.7795212,0.000004,-0.000004,0,1,2.952,0.158,-0.158,0,1,2761,60.2474,-60.2474,0,1,5.98375,0.311897,-0.311897,0,1,466.528,,,,,1294,,,,,10.2855,0.006,-0.006,0,1,184.015,0.962,-0.962,0,1,5771,132.3,-132.3,0,1,4.31,0.08,-0.08,0,1,1.18,0.06,-0.06,0,1,2019/7/24 18:44,2023/5/5 16:02
43,1037.01,1037,363260203,363260203,1,FP,09h49m32.44s,147.385172,,,-63d18m23.32s,-63.306478,,,-19.687,0.07,-0.07,0,1,10.953,0.068,-0.068,0,1,2459331.125,0.003174,-0.003174,0,1,1.2025238,0.0000067,-0.0000067,0,1,1.991,0.052,-0.052,0,1,390,107.57,-107.57,0,1,6.31106,1.99504,-1.99504,0,1,208477,,,,,5952,,,,,9.0211,0.006,-0.006,0,1,279.698,3.279,-3.279,0,1,9158,171.4,-171.4,0,1,4.32,0.07,-0.07,0,1,1.74,0.05,-0.05,0,1,2019/7/24 18:44,2024/9/7 10:08
