rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,raerr1,raerr2,decstr,dec,decerr1,decerr2,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidsymerr,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpersymerr,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandurhsymerr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepsymerr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radesymerr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolsymerr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtsymerr,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_tmagsymerr,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffsymerr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggsymerr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radsymerr,toi_created,rowupdate
5908,617.01,617,141227133,141227133,1,FP,08h37m15.69s,129.315369,,,-47d23m00.56s,-47.38349,,,-2.535,0.099,-0.099,0,1,3.338,0.094,-0.094,0,1,2458518.7,0.00114,-0.00114,0,1,2.42232,0.00022,-0.00022,0,1,2.873,0.212,-0.212,0,1,5696.52,10.2883,-10.2883,0,1,,,,0,1,197.858,,,,,1044,,,,,10.251,0.013,-0.013,0,1,6149.76,1865.84,-1865.84,0,1,2838,162,-162,0,1,,,,0,1,,,,0,1,2019/4/13 5:20,2021/10/29 12:59
5909,6170.01,6170,51637609,51637609.01,1,CP,22h25m51.43s,336.464302,,,+15d51m23.9s,15.856639,,,-13.626,0.066,-0.066,0,1,-23.854,0.064,-0.064,0,1,2459849.076,0.000978,-0.000978,0,1,2.709631,0.0002372,-0.0002372,0,1,3.282,0.122,-0.122,0,1,10819,229.638,-229.638,0,1,14.9972,0.920548,-0.920548,0,1,1041.16,,,,,1582,,,,,12.1088,0.008,-0.008,0,1,535.689,15.6205,-15.6205,0,1,5838,130.4,-130.4,0,1,4.12,0.08,-0.08,0,1,1.47,0.09,-0.09,0,1,2023/3/30 21:13,2024/8/22 10:08
5910,6171.01,6171,67478724,67478724.01,1,PC,23h18m37.3s,349.6554,,,+32d18m05.94s,32.301651,,,5.03,0.061,-0.061,0,1,-1.423,0.048,-0.048,0,1,2459848.431,0.002513,-0.002513,0,1,3.7473877,0.0007698,-0.0007698,0,1,4.812,0.384,-0.384,0,1,3898,143.044,-143.044,0,1,12.686,0.713274,-0.713274,0,1,1322.91,,,,,1680,,,,,11.0537,0.008,-0.008,0,1,492.525,9.2965,-9.2965,0,1,5876,128.4,-128.4,0,1,3.79,0.08,-0.08,0,1,2.18,0.11,-0.11,0,1,2023/3/30 21:13,2024/8/22 10:08
5911,6172.01,6172,26583436,26583436.01,1,FP,19h28m07.56s,292.031505,,,+49d23m19.09s,49.388635,,,0.468,0.031,-0.031,0,1,5.103,0.039,-0.039,0,1,2459851.702,0.005165,-0.005165,0,1,6.1429164,0.0000672,-0.0000672,0,1,4.475,0.654,-0.654,0,1,3871,220.245,-220.245,0,1,7.50153,,,0,1,592.787,,,,,1374,,,,,13.0091,0.007,-0.007,0,1,869.253,12.8745,-12.8745,0,1,6291.9,20.2,-20.2,0,1,4.25,,,0,1,1.38,,,0,1,2023/3/30 21:13,2024/8/22 10:08
5912,6173.01,6173,416486384,416486384,1,PC,20h39m24.88s,309.85366,,,+48d10m19.48s,48.172079,,,5.395,0.033,-0.033,0,1,-0.744,0.032,-0.032,0,1,2459848.262,0.003918,-0.003918,0,1,3.8753785,0.0000231,-0.0000231,0,1,4.275,0.395,-0.395,0,1,4016,220.598,-220.598,0,1,18.0963,,,0,1,380.113,,,,,1230,,,,,13.0745,0.014,-0.014,0,1,786.433,10.8765,-10.8765,0,1,4637,122,-122,0,1,,,,0,1,2.98,,,0,1,2023/3/30 21:13,2024/8/22 10:08
5913,6174.01,6174,164280385,164280385,1,PC,22h25m36s,336.400015,,,+32d31m28.33s,32.524536,,,0.921,0.033,-0.033,0,1,-8.163,0.036,-0.036,0,1,2459847.722,0.00609,-0.00609,0,1,3.5257269,0.0000316,-0.0000316,0,1,3.457,1.084,-1.084,0,1,4435,396.392,-396.392,0,1,7.44411,,,0,1,819.047,,,,,1490,,,,,13.2513,0.007,-0.007,0,1,718.342,12.4935,-12.4935,0,1,5638.1,141.5,-141.5,0,1,4.26,,,0,1,1.23,,,0,1,2023/3/30 21:13,2024/8/22 10:08
5914,6175.01,6175,258738570,258738570,1,PC,22h09m55.16s,332.479847,,,+19d49m43.94s,19.828871,,,7.141,0.068,-0.068,0,1,-20.108,0.067,-0.067,0,1,2459845.063,0.00051,-0.00051,0,1,4.1877227,0.0002476,-0.0002476,0,1,1.891,0.165,-0.165,0,1,16840,605.536,-605.536,0,1,13.6598,0.830361,-0.830361,0,1,118.196,,,,,918,,,,,12.1384,0.007,-0.007,0,1,363.425,7.183,-7.183,0,1,5543,127.7,-127.7,0,1,4.39,0.08,-0.08,0,1,1.05,0.06,-0.06,0,1,2023/3/30 21:13,2024/8/22 10:08
5915,6176.01,6176,298776943,298776943,1,PC,21h43m24.09s,325.850355,,,+24d13m34.71s,24.226309,,,5.325,0.079,-0.079,0,1,-10.346,0.071,-0.071,0,1,2459844.364,0.001808,-0.001808,0,1,9.6422713,0.0007968,-0.0007968,0,1,2.946,0.19,-0.19,0,1,28921,1266.79,-1266.79,0,1,12.931,,,0,1,27.248,,,,,636,,,,,13.3976,0.007,-0.007,0,1,341.972,5.2835,-5.2835,0,1,4799,122,-122,0,1,4.58,,,0,1,0.75,,,0,1,2023/3/30 21:13,2024/8/22 10:08
5916,6177.01,6177,331456189,331456189,1,PC,22h01m16.82s,330.320065,,,+45d29m47.61s,45.496557,,,-8.799,0.025,-0.025,0,1,1.587,0.026,-0.026,0,1,2459847.554,0.001431,-0.001431,0,1,3.89989,0.0000087,-0.0000087,0,1,1.888,0.252,-0.252,0,1,10637,547.572,-547.572,0,1,14.6814,0.826029,-0.826029,0,1,211.573,,,,,1062,,,,,12.7145,0.011,-0.011,0,1,635.864,6.6105,-6.6105,0,1,6076,134,-134,0,1,4.2,0.08,-0.08,0,1,1.41,0.07,-0.07,0,1,2023/3/30 21:13,2024/8/22 10:08
5917,6178.01,6178,314649737,314649737,1,PC,21h39m49.74s,324.957244,,,+35d41m02.29s,35.683969,,,-9.637,0.018,-0.018,0,1,-6.81,0.028,-0.028,0,1,2459844.841,0.001093,-0.001093,0,1,5.8878118,0.0000098,-0.0000098,0,1,1.815,0.251,-0.251,0,1,9767,675.744,-675.744,0,1,12.1166,0.694133,-0.694133,0,1,77.0112,,,,,825,,,,,12.6685,0.009,-0.009,0,1,502.874,4.476,-4.476,0,1,5925,129.8,-129.8,0,1,4.41,0.08,-0.08,0,1,1.08,0.05,-0.05,0,1,2023/3/30 21:13,2024/8/22 10:08
5918,6179.01,6179,257056367,257056367,1,PC,21h59m30.98s,329.879069,,,+39d02m46.66s,39.046295,,,2.279,0.025,-0.025,0,1,-0.196,0.034,-0.034,0,1,2459818.612,0.004942,-0.004942,0,1,19.2445211,0.0001141,-0.0001141,0,1,5.3,1.445,-1.445,0,1,17453,13568.5,-13568.5,0,1,20.2585,,,0,1,173.181,,,,,1010,,,,,13.2368,0.009,-0.009,0,1,809.109,13.945,-13.945,0,1,6203,122,-122,0,1,4.32,,,0,1,1.25,,,0,1,2023/3/30 21:13,2024/8/22 10:08
5919,618.01,618,173640199,173640199,1,PC,07h30m16.96s,112.570665,,,-39d20m22.67s,-39.33963,,,-1.404,0.067,-0.067,0,1,-16.956,0.097,-0.097,0,1,2459972.604,0.001284,-0.001284,0,1,7.7614672,0.00001,-0.00001,0,1,4.156,0.294,-0.294,0,1,3110,64.3952,-64.3952,0,1,7.85756,0.371844,-0.371844,0,1,405.393,,,,,1250,,,,,10.1277,0.006,-0.006,0,1,234.072,1.903,-1.903,0,1,6515,134.8,-134.8,0,1,4.25,0.09,-0.09,0,1,1.43,0.07,-0.07,0,1,2019/4/13 5:20,2023/4/4 16:02
5920,6180.01,6180,452743735,452743735,1,PC,22h05m24.21s,331.350863,,,+27d03m11.21s,27.053115,,,-0.602,0.069,-0.069,0,1,-11.762,0.061,-0.061,0,1,2459849.581,0.000837,-0.000837,0,1,2.7432173,0.0001782,-0.0001782,0,1,2.595,0.102,-0.102,0,1,25316,624.736,-624.736,0,1,20.2394,,,0,1,682.635,,,,,1424,,,,,13.0636,0.007,-0.007,0,1,761.754,18.062,-18.062,0,1,6087,123,-123,0,1,4.29,,,0,1,1.27,,,0,1,2023/3/30 21:13,2024/8/22 10:08
5921,6181.01,6181,199162630,199162630,1,FP,22h15m23.41s,333.847555,,,+46d18m08.18s,46.302271,,,0.993,0.039,-0.039,0,1,-1.698,0.043,-0.043,0,1,2459847.835,0.002943,-0.002943,0,1,2.7649802,0.0006825,-0.0006825,0,1,1.659,0.516,-0.516,0,1,3575,356.104,-356.104,0,1,10.4307,0.747897,-0.747897,0,1,1119.71,,,,,1611,,,,,11.8563,0.007,-0.007,0,1,873.578,19.013,-19.013,0,1,7776,122.7,-122.7,0,1,4.2,0.08,-0.08,0,1,1.78,0.06,-0.06,0,1,2023/3/30 21:13,2024/8/22 10:08
5922,6182.01,6182,97249514,97249514.01,1,PC,23h15m01.75s,348.757303,,,+13d39m54.93s,13.665258,,,0.646,0.051,-0.051,0,1,-6.02,0.03,-0.03,0,1,2459848.402,0.008155,-0.008155,0,1,4.7783263,0.0028033,-0.0028033,0,1,5.374,2.38,-2.38,0,1,5107,906.78,-906.78,0,1,13.2499,1.82631,-1.82631,0,1,1511.43,,,,,1737,,,,,12.8026,0.007,-0.007,0,1,922.871,24.6375,-24.6375,0,1,5622,127.8,-127.8,0,1,3.84,0.08,-0.08,0,1,2,0.12,-0.12,0,1,2023/3/30 21:13,2024/8/22 10:08
5923,6183.01,6183,351864831,351864831,1,PC,20h20m11.91s,305.049617,,,+53d57m45.33s,53.962591,,,-9.593,0.025,-0.025,0,1,-4.136,0.027,-0.027,0,1,2459840.157,0.003839,-0.003839,0,1,8.7311119,0.0000502,-0.0000502,0,1,4.4,0.554,-0.554,0,1,4827,294.306,-294.306,0,1,11.1752,0.693972,-0.693972,0,1,235.614,,,,,1091,,,,,12.9591,0.019,-0.019,0,1,912.735,11.4375,-11.4375,0,1,6047,162.1,-162.1,0,1,4.03,0.08,-0.08,0,1,1.69,0.08,-0.08,0,1,2023/3/30 21:13,2024/8/22 10:08
5924,6184.01,6184,257207557,257207557,1,PC,22h50m33.22s,342.638433,,,+09d26m36.26s,9.443405,,,-9.46,0.071,-0.071,0,1,-27.432,0.072,-0.072,0,1,2459847.822,0.000589,-0.000589,0,1,3.6153701,0.0001742,-0.0001742,0,1,2.714,0.33,-0.33,0,1,14305,476.574,-476.574,0,1,13.6892,0.81267,-0.81267,0,1,350.5,,,,,1205,,,,,11.8836,0.006,-0.006,0,1,334.216,6.2915,-6.2915,0,1,5516,129.2,-129.2,0,1,4.32,0.08,-0.08,0,1,1.13,0.06,-0.06,0,1,2023/3/30 21:13,2024/8/22 10:08
5925,6185.01,6185,346077232,346077232,1,PC,23h47m34.58s,356.894089,,,+56d04m14.46s,56.070682,,,-4.519,0.026,-0.026,0,1,-5.768,0.025,-0.025,0,1,2459880.18,0.003662,-0.003662,0,1,6.3720834,0.0000302,-0.0000302,0,1,1.322,0.481,-0.481,0,1,5659,874.164,-874.164,0,1,12.1724,1.12746,-1.12746,0,1,58.7935,,,,,771,,,,,12.7875,0.013,-0.013,0,1,774.276,10.5265,-10.5265,0,1,6390,141,-141,0,1,4.19,0.09,-0.09,0,1,1.5,0.07,-0.07,0,1,2023/4/3 20:51,2024/8/22 10:08
5926,6186.01,6186,345333936,345333936,1,FP,23h43m07.44s,355.780987,,,+56d48m36.17s,56.810046,,,-5.735,0.04,-0.04,0,1,-0.823,0.039,-0.039,0,1,2459880.954,0.001455,-0.001455,0,1,1.4252334,0.0000028,-0.0000028,0,1,1.673,0.261,-0.261,0,1,6901,362.714,-362.714,0,1,10.7664,0.657638,-0.657638,0,1,1265.88,,,,,1661,,,,,12.4033,0.017,-0.017,0,1,543.454,8.5685,-8.5685,0,1,6033,167.1,-167.1,0,1,4.23,0.08,-0.08,0,1,1.35,0.07,-0.07,0,1,2023/4/3 20:51,2024/8/22 10:08
5927,6187.01,6187,251894891,251894891,1,PC,23h27m41.08s,351.921174,,,+57d23m49.28s,57.397022,,,2.029,0.03,-0.03,0,1,-1.635,0.029,-0.029,0,1,2459875.81,0.00424,-0.00424,0,1,5.5133822,0.0000442,-0.0000442,0,1,3.601,0.803,-0.803,0,1,7833,656.224,-656.224,0,1,12.462,,,0,1,363.901,,,,,1216,,,,,13.4144,0.02,-0.02,0,1,758.848,11.527,-11.527,0,1,5785,122,-122,0,1,4.13,,,0,1,1.46,,,0,1,2023/4/3 20:51,2024/8/22 10:08
5928,6188.01,6188,469702377,469702377,1,PC,21h58m16.34s,329.568097,,,+55d48m20.08s,55.805578,,,-10.278,0.043,-0.043,0,1,-11.151,0.046,-0.046,0,1,2459873.022,0.003708,-0.003708,0,1,4.7061119,0.0000233,-0.0000233,0,1,3.03,0.624,-0.624,0,1,2559,186.876,-186.876,0,1,4.75935,0.341463,-0.341463,0,1,331.92,,,,,1189,,,,,12.1075,0.006,-0.006,0,1,300.589,2.346,-2.346,0,1,5660,229.6,-229.6,0,1,4.44,0.09,-0.09,0,1,1,0.05,-0.05,0,1,2023/4/3 20:51,2024/8/22 10:08
5929,6189.01,6189,63844530,63844530.01,1,PC,21h23m12.65s,320.802718,,,+53d08m28.51s,53.141253,,,-5.296,0.039,-0.039,0,1,-5.642,0.033,-0.033,0,1,2459880.415,0.001627,-0.001627,0,1,5.5867425,0.0000128,-0.0000128,0,1,2.46,0.252,-0.252,0,1,15688,811.85,-811.85,0,1,13.0389,,,0,1,103.299,,,,,888,,,,,13.2903,0.029,-0.029,0,1,497.836,5.2105,-5.2105,0,1,5444,122,-122,0,1,4.4,,,0,1,1.02,,,0,1,2023/4/3 20:51,2024/9/23 12:03
5930,619.01,619,267527924,267527924,1,FP,07h36m12.18s,114.050732,,,-48d03m48.55s,-48.063487,,,-1.2,2.1,-2.1,0,1,5.2,2,-2,0,1,2460011.605,0.002093,-0.002093,0,1,1.8080364,0.0000039,-0.0000039,0,1,2.892,0.581,-0.581,0,1,1264,1065.6,-1065.6,0,1,,,,0,1,12760.9,,,,,2960,,,,,10.1853,0.006,-0.006,0,1,,,,0,1,5354.5,17.2,-17.2,0,1,,,,0,1,,,,0,1,2019/4/13 5:20,2023/4/12 16:02
5931,6190.01,6190,440636649,440636649,1,PC,00h27m01.52s,6.756339,,,+29d29m14.18s,29.487271,,,15.063,0.065,-0.065,0,1,0.126,0.055,-0.055,0,1,2459878.296,0.001374,-0.001374,0,1,3.5595352,0.000012,-0.000012,0,1,1.027,0.177,-0.177,0,1,3006,298.53,-298.53,0,1,5.24582,0.401915,-0.401915,0,1,60.7503,,,,,777,,,,,11.6283,0.006,-0.006,0,1,261.749,2.809,-2.809,0,1,5669,129.5,-129.5,0,1,4.5,0.08,-0.08,0,1,0.94,0.05,-0.05,0,1,2023/4/3 20:51,2024/8/22 10:08
5932,6191.01,6191,197743152,197743152,1,PC,22h28m10.35s,337.043134,,,+49d34m25.14s,49.57365,,,6.273,0.044,-0.044,0,1,-29.634,0.046,-0.046,0,1,2459880.418,0.000553,-0.000553,0,1,3.7752321,0.0000069,-0.0000069,0,1,1.465,0.117,-0.117,0,1,7352,279.297,-279.297,0,1,10.759,0.586036,-0.586036,0,1,96.9264,,,,,874,,,,,11.4105,0.006,-0.006,0,1,303.581,2.745,-2.745,0,1,5585,127.8,-127.8,0,1,4.26,0.08,-0.08,0,1,1.22,0.06,-0.06,0,1,2023/4/3 20:51,2024/8/22 10:08
5933,6192.01,6192,194234471,194234471,1,PC,00h06m26.96s,1.612331,,,+37d51m18.99s,37.855275,,,50.437,0.03,-0.03,0,1,-5.123,0.018,-0.018,0,1,2459880.976,0.002048,-0.002048,0,1,3.563037,0.0000094,-0.0000094,0,1,1.66,0.783,-0.783,0,1,4185,2816.54,-2816.54,0,1,7.13684,1.78858,-1.78858,0,1,190.511,,,,,1035,,,,,12.545,0.006,-0.006,0,1,217.319,0.989,-0.989,0,1,4490,114.1,-114.1,0,1,4.43,0.09,-0.09,0,1,0.85,0.06,-0.06,0,1,2023/4/3 20:51,2024/8/22 10:08
5934,6193.01,6193,387933822,387933822,1,PC,21h41m51.89s,325.466208,,,+50d30m08.06s,50.502238,,,5.639,0.029,-0.029,0,1,3.478,0.029,-0.029,0,1,2459876.615,0.002268,-0.002268,0,1,2.8953095,0.0000096,-0.0000096,0,1,4.137,0.333,-0.333,0,1,5366,193.736,-193.736,0,1,12.6737,0.663935,-0.663935,0,1,2522.62,,,,,1974,,,,,12.6449,0.009,-0.009,0,1,932.053,16.92,-16.92,0,1,6526,125.8,-125.8,0,1,3.97,0.09,-0.09,0,1,1.98,0.09,-0.09,0,1,2023/4/3 20:51,2024/8/22 10:08
5935,6194.01,6194,176861415,176861415,1,PC,23h39m40.26s,354.917734,,,+44d15m44.02s,44.262228,,,-1.276,0.032,-0.032,0,1,-3.75,0.023,-0.023,0,1,2459871.681,0.00342,-0.00342,0,1,8.6738593,0.000922,-0.000922,0,1,2.582,0.476,-0.476,0,1,5327,538.693,-538.693,0,1,12.6434,0.993653,-0.993653,0,1,108.749,,,,,899,,,,,12.863,0.007,-0.007,0,1,1013.07,21.7975,-21.7975,0,1,6446,131.6,-131.6,0,1,4.09,0.09,-0.09,0,1,1.72,0.09,-0.09,0,1,2023/4/3 20:51,2024/8/22 10:08
5936,6195.01,6195,155258153,155258153,1,PC,23h58m39.67s,359.665284,,,+33d49m13.83s,33.820508,,,-11.447,0.063,-0.063,0,1,-14.081,0.038,-0.038,0,1,2459881.258,0.001246,-0.001246,0,1,3.1989808,0.0000069,-0.0000069,0,1,0.785,0.399,-0.399,0,1,1860,358.481,-358.481,0,1,7.20813,0.777434,-0.777434,0,1,133.516,,,,,947,,,,,10.5489,0.006,-0.006,0,1,330.476,5.256,-5.256,0,1,6442.9,103.8,-103.8,0,1,4.18,0.08,-0.08,0,1,1.54,0.06,-0.06,0,1,2023/4/3 20:51,2024/9/23 12:03
5937,6196.01,6196,330944099,330944099,1,PC,22h16m43.12s,334.179666,,,+58d12m49.22s,58.213671,,,8.191,0.033,-0.033,0,1,12.677,0.031,-0.031,0,1,2459876.327,0.003531,-0.003531,0,1,3.6119975,0.0000205,-0.0000205,0,1,4.013,0.537,-0.537,0,1,11983,622.439,-622.439,0,1,10.1678,,,0,1,1057.47,,,,,1588,,,,,13.4836,0.016,-0.016,0,1,578.849,7.192,-7.192,0,1,5979,122,-122,0,1,4.46,,,0,1,1.03,,,0,1,2023/4/3 20:51,2024/8/22 10:08
5938,6197.01,6197,196261799,196261799,1,PC,00h54m33.31s,13.638808,,,+43d50m53.93s,43.848313,,,2.018,0.043,-0.043,0,1,2.635,0.039,-0.039,0,1,2459880.365,0.001479,-0.001479,0,1,3.7294859,0.0000088,-0.0000088,0,1,3.315,0.214,-0.214,0,1,7112,239.285,-239.285,0,1,9.77695,0.50829,-0.50829,0,1,553.409,,,,,1351,,,,,12.5814,0.009,-0.009,0,1,549.225,8.323,-8.323,0,1,5719.9,104.1,-104.1,0,1,4.26,0.07,-0.07,0,1,1.24,0.06,-0.06,0,1,2023/4/3 20:51,2024/9/10 12:02
5939,6198.01,6198,202514659,202514659,1,PC,00h26m05.23s,6.521798,,,+49d35m57.03s,49.599174,,,-0.569,0.084,-0.084,0,1,-4.847,0.05,-0.05,0,1,2459877.341,0.001539,-0.001539,0,1,3.6166109,0.0005113,-0.0005113,0,1,2.711,0.318,-0.318,0,1,7012,244.158,-244.158,0,1,14.0162,1.0805,-1.0805,0,1,1746.66,,,,,1801,,,,,11.7644,0.007,-0.007,0,1,937.243,60.904,-60.904,0,1,8143,127.5,-127.5,0,1,4.2,0.09,-0.09,0,1,1.85,0.13,-0.13,0,1,2023/4/3 20:51,2024/9/9 12:03
5940,6199.01,6199,302201081,302201081,1,PC,00h36m47.89s,9.199556,,,+16d05m49.6s,16.097112,,,90.335,0.126,-0.126,0,1,1.204,0.09,-0.09,0,1,2459877.909,0.003111,-0.003111,0,1,3.8311803,0.0000281,-0.0000281,0,1,1.892,0.794,-0.794,0,1,1170,2742.32,-2742.32,0,1,5.75003,2.36448,-2.36448,0,1,1067.42,,,,,1592,,,,,10.6336,0.006,-0.006,0,1,146.254,2.393,-2.393,0,1,5366,119.8,-119.8,0,1,4.5,0.08,-0.08,0,1,0.9,0.05,-0.05,0,1,2023/4/3 20:51,2024/9/23 12:03
5941,620.01,620,296739893,296739893,1,CP,09h28m41.63s,142.173446,,,-12d10m01.79s,-12.167165,,,35.872,0.105,-0.105,0,1,-389.854,0.082,-0.082,0,1,2460006.851,0.00083,-0.00083,0,1,5.0987802,0.0000071,-0.0000071,0,1,0.905,0.074,-0.074,0,1,2254,155.617,-155.617,0,1,3.00392,0.130467,-0.130467,0,1,3.59572,,,,,383,,,,,10.2139,0.007,-0.007,0,1,33.0231,0.05845,-0.05845,0,1,3633,70,-70,0,1,4.80423,0.365746,-0.365746,0,1,0.55,0.02,-0.02,0,1,2019/4/13 14:19,2023/4/12 16:02
5942,6200.01,6200,44621795,44621795.01,1,PC,01h28m25.93s,22.108031,,,+32d08m13.06s,32.136961,,,31.41,0.099,-0.099,0,1,6.646,0.104,-0.104,0,1,2459877.87,0.000824,-0.000824,0,1,3.1923193,0.0000047,-0.0000047,0,1,1.548,0.137,-0.137,0,1,5162,257.255,-257.255,0,1,13.949,0.871677,-0.871677,0,1,206.861,,,,,1056,,,,,11.6166,0.009,-0.009,0,1,554.658,17.439,-17.439,0,1,6003,128.8,-128.8,0,1,3.96,0.08,-0.08,0,1,1.83,0.1,-0.1,0,1,2023/4/3 20:51,2024/8/22 10:08
5943,6201.01,6201,455727012,455727012,1,PC,23h46m51.16s,356.713162,,,+36d01m35.98s,36.026661,,,-0.54,2,-2,0,1,21.09,2,-2,0,1,2459880.994,0.00076,-0.00076,0,1,2.9172231,0.0000033,-0.0000033,0,1,1.243,0.097,-0.097,0,1,8434,382.227,-382.227,0,1,,,,0,1,63.1506,,,,,785,,,,,12.12,0.018,-0.018,0,1,,,,0,1,4843,28.1,-28.1,0,1,,,,0,1,,,,0,1,2023/4/3 20:51,2024/8/22 10:08
5944,6202.01,6202,422223456,422223456,1,PC,22h23m24.62s,335.852574,,,+55d04m31.9s,55.075529,,,-13.377,3.081,-3.081,0,1,-5.806,1.303,-1.303,0,1,2459876.667,0.001646,-0.001646,0,1,2.8979408,0.0000075,-0.0000075,0,1,2.932,0.568,-0.568,0,1,4503,179.085,-179.085,0,1,12.4152,,,0,1,2931.18,,,,,,,,,,11.4737,0.006,-0.006,0,1,569.89,,,0,1,7767,,,0,1,,,,0,1,1.97,,,0,1,2023/4/3 20:51,2024/8/22 10:08
5945,6203.01,6203,437756191,437756191,1,PC,00h22m23.97s,5.599869,,,+24d52m01.15s,24.866985,,,-1.958,0.123,-0.123,0,1,-29.502,0.072,-0.072,0,1,2459855.606,0.003193,-0.003193,0,1,25.1745344,0.0041613,-0.0041613,0,1,4.865,0.654,-0.654,0,1,2786,116.549,-116.549,0,1,6.78671,0.443967,-0.443967,0,1,30.5175,,,,,654,,,,,10.5505,0.006,-0.006,0,1,245.424,4.028,-4.028,0,1,5776.9,138.2,-138.2,0,1,4.16,0.08,-0.08,0,1,1.41,0.08,-0.08,0,1,2023/4/3 20:51,2024/9/23 12:03
5946,6204.01,6204,325410269,325410269,1,PC,22h03m33.28s,330.888658,,,+50d34m04.32s,50.567867,,,8.799,0.031,-0.031,0,1,3.81,0.027,-0.027,0,1,2459881.637,0.001056,-0.001056,0,1,4.0673088,0.0000101,-0.0000101,0,1,2.623,0.191,-0.191,0,1,10855,395.171,-395.171,0,1,13.1156,0.660684,-0.660684,0,1,417.756,,,,,1259,,,,,12.8643,0.009,-0.009,0,1,685.554,8.9615,-8.9615,0,1,6333,130.6,-130.6,0,1,4.35,0.09,-0.09,0,1,1.24,0.06,-0.06,0,1,2023/4/3 20:51,2024/8/22 10:08
5947,6205.01,6205,154351773,154351773,1,PC,22h50m07.88s,342.532851,,,+45d15m13.62s,45.253782,,,5.159,0.032,-0.032,0,1,-2.085,0.032,-0.032,0,1,2459874.302,0.001899,-0.001899,0,1,3.9089363,0.0000163,-0.0000163,0,1,4.636,0.335,-0.335,0,1,7390,287.324,-287.324,0,1,15.0353,,,0,1,1032.67,,,,,1579,,,,,13.1349,0.008,-0.008,0,1,923.266,19.0865,-19.0865,0,1,5800,122,-122,0,1,3.91,,,0,1,1.87,,,0,1,2023/4/3 20:51,2024/8/22 10:08
5948,6206.01,6206,154576989,154576989,1,PC,22h54m03.85s,343.516055,,,+44d54m46.49s,44.912913,,,14.289,0.024,-0.024,0,1,-11.2,0.025,-0.025,0,1,2459856.664,0.003184,-0.003184,0,1,13.1471808,0.000095,-0.000095,0,1,4.471,0.508,-0.508,0,1,7691,422.926,-422.926,0,1,9.63171,0.611298,-0.611298,0,1,79.8277,,,,,832,,,,,12.8939,0.007,-0.007,0,1,544.396,5.006,-5.006,0,1,5670,127.8,-127.8,0,1,4.3,0.07,-0.07,0,1,1.18,0.06,-0.06,0,1,2023/4/3 20:51,2024/8/22 10:08
5949,6207.01,6207,432422552,432422552,1,FP,23h42m09.62s,355.540075,,,+31d47m35.93s,31.793315,,,49.441,0.048,-0.048,0,1,-1.619,0.032,-0.032,0,1,2459881.332,0.000681,-0.000681,0,1,9.7712443,0.0004497,-0.0004497,0,1,3.956,0.231,-0.231,0,1,34227,1190.53,-1190.53,0,1,15.2558,0.916465,-0.916465,0,1,104.782,,,,,891,,,,,12.1134,0.006,-0.006,0,1,243.593,2.7145,-2.7145,0,1,5294,121.5,-121.5,0,1,4.61,0.08,-0.08,0,1,0.79,0.04,-0.04,0,1,2023/4/3 20:51,2024/8/22 10:08
5950,6208.01,6208,326475995,326475995,1,PC,22h07m21.17s,331.838189,,,+53d31m10.51s,53.519585,,,17.173,0.053,-0.053,0,1,4.53,0.049,-0.049,0,1,2459872.105,0.001498,-0.001498,0,1,5.2266285,0.000014,-0.000014,0,1,5.412,0.397,-0.397,0,1,6662,200.527,-200.527,0,1,15.6275,0.8214,-0.8214,0,1,1046.27,,,,,1584,,,,,11.9806,0.006,-0.006,0,1,696.374,14.518,-14.518,0,1,6205,173.2,-173.2,0,1,3.91,0.09,-0.09,0,1,2,0.1,-0.1,0,1,2023/4/3 20:51,2024/8/22 10:08
5951,6209.01,6209,200606486,200606486,1,APC,22h37m51.26s,339.463592,,,+45d09m35.85s,45.159958,,,-32.053,0.087,-0.087,0,1,-17.992,0.085,-0.085,0,1,2459881.945,0.001262,-0.001262,0,1,0.747693,0.000002,-0.000002,0,1,0.684,0.289,-0.289,0,1,3434,1210.82,-1210.82,0,1,6.17927,0.975121,-0.975121,0,1,414.266,,,,,1256,,,,,12.9672,0.006,-0.006,0,1,314.979,5.8315,-5.8315,0,1,4825,140.2,-140.2,0,1,4.47,0.09,-0.09,0,1,0.86,0.06,-0.06,0,1,2023/4/3 20:51,2024/8/22 10:08
